<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.12	13:50:00	25275.20	25283.30	25271.60	25279.90	793	0	100
2026.02.12	13:55:00	25280.10	25288.40	25276.10	25285.40	795	0	100
2026.02.12	14:00:00	25284.70	25287.80	25267.30	25268.60	1125	0	100
2026.02.12	14:05:00	25268.80	25275.30	25264.80	25272.10	998	0	100
2026.02.12	14:10:00	25272.10	25276.40	25262.10	25273.30	951	0	100
2026.02.12	14:15:00	25273.60	25277.10	25266.80	25274.80	863	0	100
2026.02.12	14:20:00	25274.70	25281.60	25273.40	25279.60	871	0	100
2026.02.12	14:25:00	25279.60	25285.60	25275.90	25283.80	828	0	100
2026.02.12	14:30:00	25283.70	25296.90	25282.40	25292.30	1041	0	100
2026.02.12	14:35:00	25292.40	25297.70	25287.30	25293.60	904	0	100
2026.02.12	14:40:00	25293.60	25302.80	25282.60	25283.60	1095	0	100
2026.02.12	14:45:00	25283.60	25288.10	25278.20	25286.90	1037	0	100
2026.02.12	14:50:00	25286.90	25292.30	25270.90	25275.80	1108	0	100
2026.02.12	14:55:00	25275.80	25281.80	25273.10	25275.80	1046	0	100
2026.02.12	15:00:00	25274.90	25277.60	25261.80	25262.80	1148	0	100
2026.02.12	15:05:00	25262.10	25268.40	25254.70	25264.80	1075	0	100
2026.02.12	15:10:00	25265.60	25267.30	25247.60	25247.80	1110	0	100
2026.02.12	15:15:00	25247.40	25254.80	25239.60	25253.20	1351	0	100
2026.02.12	15:20:00	25252.80	25254.60	25245.80	25248.10	1132	0	100
2026.02.12	15:25:00	25247.40	25262.70	25244.60	25262.70	1140	0	100
2026.02.12	15:30:00	25262.20	25290.90	25252.20	25288.30	1659	0	100
2026.02.12	15:35:00	25288.80	25309.40	25284.30	25303.60	1401	0	100
2026.02.12	15:40:00	25303.80	25338.70	25303.30	25330.70	1760	0	100
2026.02.12	15:45:00	25330.60	25332.60	25308.80	25315.60	1550	0	100
2026.02.12	15:50:00	25315.30	25316.30	25300.10	25312.80	1419	0	100
2026.02.12	15:55:00	25312.90	25328.30	25311.60	25314.60	1469	0	100
2026.02.12	16:00:00	25314.60	25316.70	25292.40	25296.60	1614	0	100
2026.02.12	16:05:00	25296.30	25305.40	25291.40	25303.60	1313	0	100
2026.02.12	16:10:00	25303.70	25304.60	25284.20	25287.10	1339	0	100
2026.02.12	16:15:00	25286.40	25294.20	25281.20	25288.70	1534	0	100
2026.02.12	16:20:00	25289.30	25299.40	25288.90	25294.30	1332	0	100
2026.02.12	16:25:00	25294.90	25296.20	25265.30	25265.90	1856	0	100
2026.02.12	16:30:00	25263.70	25295.60	25239.20	25276.70	2639	0	90
2026.02.12	16:35:00	25276.60	25310.90	25253.60	25278.10	2598	0	90
2026.02.12	16:40:00	25278.40	25307.10	25223.20	25227.60	2552	0	90
2026.02.12	16:45:00	25227.60	25241.90	25160.70	25169.00	2527	0	90
2026.02.12	16:50:00	25172.40	25209.70	25154.60	25192.50	2596	0	90
2026.02.12	16:55:00	25192.50	25193.10	25106.00	25125.40	2597	0	90
2026.02.12	17:00:00	25124.20	25170.40	25098.10	25120.40	2603	0	90
2026.02.12	17:05:00	25119.60	25160.10	25089.70	25112.50	2533	0	90
2026.02.12	17:10:00	25112.40	25152.90	25098.40	25152.40	2600	0	90
2026.02.12	17:15:00	25151.60	25165.00	25121.00	25121.60	2519	0	90
2026.02.12	17:20:00	25121.60	25178.90	25113.20	25144.40	2544	0	90
2026.02.12	17:25:00	25144.60	25166.20	25130.60	25150.90	2540	0	90
2026.02.12	17:30:00	25149.90	25171.50	25096.50	25097.20	2553	0	90
2026.02.12	17:35:00	25097.70	25106.90	25044.40	25051.60	2524	0	90
2026.02.12	17:40:00	25054.60	25060.40	25001.60	25006.10	2540	0	90
2026.02.12	17:45:00	25004.90	25032.40	24998.00	25016.40	2580	0	90
2026.02.12	17:50:00	25016.70	25039.70	24971.40	24971.40	2556	0	90
2026.02.12	17:55:00	24970.70	24980.10	24926.00	24929.70	2534	0	90
2026.02.12	18:00:00	24929.60	24950.50	24907.60	24918.60	2620	0	90
2026.02.12	18:05:00	24918.10	24924.90	24862.70	24881.00	2564	0	90
2026.02.12	18:10:00	24881.20	24888.90	24849.60	24859.00	2564	0	90
2026.02.12	18:15:00	24858.90	24868.90	24805.50	24827.10	2570	0	90
2026.02.12	18:20:00	24829.50	24834.20	24781.20	24802.70	2590	0	90
2026.02.12	18:25:00	24800.10	24804.00	24730.40	24738.70	2601	0	90
2026.02.12	18:30:00	24738.60	24787.60	24725.10	24763.40	2688	0	90
2026.02.12	18:35:00	24765.60	24830.60	24758.70	24817.10	2633	0	90
2026.02.12	18:40:00	24817.50	24838.00	24785.10	24797.00	2588	0	90
2026.02.12	18:45:00	24793.60	24820.40	24763.60	24790.60	2594	0	90
2026.02.12	18:50:00	24790.90	24805.60	24763.40	24776.20	2590	0	90
2026.02.12	18:55:00	24778.20	24800.60	24768.40	24797.40	2592	0	90
2026.02.12	19:00:00	24796.20	24814.90	24752.90	24800.60	2563	0	90
2026.02.12	19:05:00	24799.70	24822.00	24763.10	24811.60	2580	0	90
2026.02.12	19:10:00	24810.40	24812.40	24760.00	24777.90	2526	0	90
2026.02.12	19:15:00	24776.10	24789.50	24753.90	24755.90	2538	0	90
2026.02.12	19:20:00	24754.40	24819.70	24753.50	24816.60	2517	0	90
2026.02.12	19:25:00	24813.90	24842.40	24777.10	24790.90	2541	0	90
2026.02.12	19:30:00	24787.10	24821.60	24781.90	24816.90	2538	0	90
2026.02.12	19:35:00	24815.20	24859.50	24815.20	24819.70	2540	0	90
2026.02.12	19:40:00	24819.60	24833.10	24804.90	24817.70	2575	0	90
2026.02.12	19:45:00	24818.40	24834.40	24788.40	24808.00	2575	0	90
2026.02.12	19:50:00	24808.40	24830.90	24766.10	24768.60	2539	0	90
2026.02.12	19:55:00	24768.50	24784.40	24743.20	24744.60	2517	0	90
2026.02.12	20:00:00	24743.60	24769.20	24722.70	24748.20	2580	0	90
2026.02.12	20:05:00	24750.10	24799.90	24744.90	24774.00	2447	0	90
2026.02.12	20:10:00	24773.90	24789.50	24759.60	24774.50	2460	0	90
2026.02.12	20:15:00	24773.60	24775.40	24729.60	24730.60	2445	0	90
2026.02.12	20:20:00	24730.90	24781.70	24730.90	24773.40	2490	0	90
2026.02.12	20:25:00	24773.10	24778.20	24725.60	24760.60	2521	0	90
2026.02.12	20:30:00	24760.10	24776.00	24744.90	24760.90	2547	0	90
2026.02.12	20:35:00	24762.60	24807.40	24754.60	24800.00	2486	0	90
2026.02.12	20:40:00	24801.10	24831.20	24786.90	24827.90	2524	0	90
2026.02.12	20:45:00	24827.20	24833.90	24804.70	24804.70	2491	0	90
2026.02.12	20:50:00	24803.20	24849.70	24795.70	24839.70	2466	0	90
2026.02.12	20:55:00	24839.70	24848.70	24812.50	24825.70	2458	0	90
2026.02.12	21:00:00	24824.90	24841.10	24802.90	24812.20	2487	0	90
2026.02.12	21:05:00	24813.10	24830.60	24808.50	24808.50	2489	0	90
2026.02.12	21:10:00	24809.50	24813.70	24766.20	24788.40	2529	0	90
2026.02.12	21:15:00	24788.20	24832.50	24787.60	24826.60	2434	0	90
2026.02.12	21:20:00	24826.90	24848.00	24819.50	24836.10	2483	0	90
2026.02.12	21:25:00	24835.10	24840.70	24786.60	24791.90	2490	0	90
2026.02.12	21:30:00	24790.70	24835.60	24790.60	24814.90	2462	0	90
2026.02.12	21:35:00	24814.90	24845.40	24809.50	24844.60	2427	0	90
2026.02.12	21:40:00	24843.60	24857.50	24822.40	24835.70	2384	0	90
2026.02.12	21:45:00	24836.10	24857.50	24835.40	24853.20	2455	0	90
2026.02.12	21:50:00	24852.90	24863.50	24827.40	24832.60	2459	0	90
2026.02.12	21:55:00	24833.20	24849.40	24805.70	24818.60	2481	0	90
2026.02.12	22:00:00	24819.00	24832.50	24801.50	24819.70	2482	0	90
2026.02.12	22:05:00	24821.20	24826.00	24784.00	24787.10	2482	0	90
2026.02.12	22:10:00	24787.70	24794.40	24763.20	24791.00	2521	0	90
2026.02.12	22:15:00	24791.00	24793.50	24761.60	24762.10	2440	0	90
2026.02.12	22:20:00	24760.70	24762.10	24735.60	24740.10	2489	0	90
2026.02.12	22:25:00	24740.40	24743.40	24717.50	24724.70	2412	0	90
2026.02.12	22:30:00	24724.90	24742.40	24703.70	24725.40	2537	0	90
2026.02.12	22:35:00	24727.60	24741.90	24722.40	24733.40	2466	0	90
2026.02.12	22:40:00	24731.90	24754.10	24716.50	24723.20	2468	0	90
2026.02.12	22:45:00	24723.20	24727.60	24689.20	24697.00	2378	0	90
2026.02.12	22:50:00	24689.00	24706.10	24641.40	24706.10	2551	0	90
2026.02.12	22:55:00	24697.10	24704.50	24665.20	24686.90	2567	0	90
2026.02.12	23:00:00	24683.90	24706.40	24664.60	24704.80	2268	0	100
2026.02.12	23:05:00	24704.10	24720.90	24696.10	24712.10	2049	0	100
2026.02.12	23:10:00	24711.80	24726.70	24708.60	24723.90	1753	0	100
2026.02.12	23:15:00	24724.80	24733.30	24717.20	24728.70	1403	0	100
2026.02.12	23:20:00	24729.30	24731.70	24722.40	24730.10	1068	0	100
2026.02.12	23:25:00	24730.30	24742.90	24726.40	24742.80	913	0	100
2026.02.12	23:30:00	24742.60	24752.10	24740.10	24749.40	1096	0	100
2026.02.12	23:35:00	24749.40	24753.80	24743.40	24743.60	1098	0	100
2026.02.12	23:40:00	24743.40	24750.40	24739.20	24743.80	1017	0	100
2026.02.12	23:45:00	24744.40	24750.20	24737.80	24749.80	912	0	100
2026.02.12	23:50:00	24750.60	24758.60	24749.30	24751.90	737	0	100
2026.02.12	23:55:00	24751.60	24753.70	24739.20	24743.30	809	0	100
2026.02.13	01:00:00	24752.00	24753.20	24731.60	24736.50	1233	0	100
2026.02.13	01:05:00	24736.20	24762.70	24725.00	24760.60	1226	0	100
2026.02.13	01:10:00	24762.40	24768.00	24754.10	24754.40	1011	0	100
2026.02.13	01:15:00	24754.60	24773.50	24750.10	24754.10	861	0	100
2026.02.13	01:20:00	24754.00	24759.10	24741.50	24748.50	854	0	100
2026.02.13	01:25:00	24748.70	24763.10	24747.70	24760.70	739	0	100
2026.02.13	01:30:00	24761.10	24768.50	24696.90	24722.50	1369	0	100
2026.02.13	01:35:00	24722.20	24736.50	24673.00	24678.50	1582	0	100
2026.02.13	01:40:00	24680.00	24709.60	24664.00	24706.70	1536	0	100
2026.02.13	01:45:00	24706.50	24730.50	24697.00	24726.90	1660	0	100
2026.02.13	01:50:00	24727.10	24748.40	24727.10	24744.90	1292	0	100
2026.02.13	01:55:00	24745.00	24754.10	24739.40	24742.60	1208	0	100
2026.02.13	02:00:00	24740.20	24780.60	24721.20	24773.40	2214	0	100
2026.02.13	02:05:00	24772.60	24783.00	24762.20	24771.60	1949	0	100
2026.02.13	02:10:00	24771.50	24778.40	24757.10	24763.90	1666	0	100
2026.02.13	02:15:00	24763.60	24766.00	24745.90	24752.20	1710	0	100
2026.02.13	02:20:00	24751.90	24759.60	24708.40	24712.40	1952	0	100
2026.02.13	02:25:00	24712.60	24716.10	24685.60	24701.50	1937	0	100
2026.02.13	02:30:00	24701.00	24714.50	24691.70	24699.10	1843	0	100
2026.02.13	02:35:00	24699.20	24707.20	24683.70	24699.70	1772	0	100
2026.02.13	02:40:00	24700.40	24707.50	24662.00	24662.50	1911	0	100
2026.02.13	02:45:00	24662.40	24674.20	24631.20	24649.60	2018	0	50
2026.02.13	02:50:00	24649.00	24660.50	24629.10	24635.20	2014	0	100
2026.02.13	02:55:00	24635.90	24662.10	24634.70	24650.60	2064	0	100
2026.02.13	03:00:00	24650.90	24693.00	24649.10	24691.60	2116	0	100
2026.02.13	03:05:00	24691.60	24732.40	24686.90	24726.20	2048	0	100
2026.02.13	03:10:00	24725.90	24733.70	24718.40	24725.70	1837	0	100
2026.02.13	03:15:00	24726.90	24739.10	24718.60	24732.90	1792	0	100
2026.02.13	03:20:00	24732.60	24737.00	24698.00	24699.40	1863	0	100
2026.02.13	03:25:00	24700.10	24725.90	24691.00	24717.00	1826	0	100
2026.02.13	03:30:00	24717.60	24731.50	24700.50	24726.00	1959	0	100
2026.02.13	03:35:00	24724.90	24735.60	24712.10	24731.60	1800	0	100
2026.02.13	03:40:00	24731.70	24737.70	24717.60	24720.60	1707	0	100
2026.02.13	03:45:00	24720.40	24740.10	24715.40	24735.10	1458	0	100
2026.02.13	03:50:00	24734.90	24747.10	24714.40	24716.40	1703	0	100
2026.02.13	03:55:00	24717.10	24717.60	24690.70	24712.60	1920	0	100
2026.02.13	04:00:00	24712.50	24748.10	24712.50	24739.00	1979	0	100
2026.02.13	04:05:00	24738.20	24746.00	24726.70	24744.40	1580	0	100
2026.02.13	04:10:00	24743.90	24751.20	24738.90	24744.90	1491	0	100
2026.02.13	04:15:00	24744.60	24746.40	24725.10	24729.20	1571	0	100
2026.02.13	04:20:00	24729.10	24743.20	24720.10	24732.70	1425	0	100
2026.02.13	04:25:00	24733.20	24740.50	24721.50	24738.40	1315	0	100
2026.02.13	04:30:00	24738.70	24757.40	24737.70	24750.40	1453	0	100
2026.02.13	04:35:00	24750.60	24753.10	24745.10	24748.70	1089	0	100
2026.02.13	04:40:00	24748.90	24750.00	24730.10	24732.10	1326	0	100
2026.02.13	04:45:00	24731.90	24736.10	24721.40	24730.40	1252	0	100
2026.02.13	04:50:00	24729.90	24734.90	24724.90	24728.10	1045	0	100
2026.02.13	04:55:00	24728.10	24735.50	24726.70	24728.60	1041	0	100
2026.02.13	05:00:00	24728.90	24746.10	24728.00	24741.00	1197	0	100
2026.02.13	05:05:00	24741.20	24741.60	24724.10	24726.90	1173	0	100
2026.02.13	05:10:00	24727.00	24735.90	24725.40	24728.60	977	0	100
2026.02.13	05:15:00	24728.50	24734.10	24719.40	24720.00	1113	0	100
2026.02.13	05:20:00	24719.70	24722.00	24696.10	24696.60	1499	0	100
2026.02.13	05:25:00	24696.20	24705.50	24696.00	24702.10	1119	0	100
2026.02.13	05:30:00	24702.00	24721.70	24700.50	24713.50	1605	0	100
2026.02.13	05:35:00	24713.60	24717.50	24707.60	24714.70	1230	0	100
2026.02.13	05:40:00	24714.90	24716.10	24701.60	24709.10	1286	0	100
2026.02.13	05:45:00	24709.10	24713.20	24693.90	24695.40	1369	0	100
2026.02.13	05:50:00	24695.20	24701.90	24677.10	24680.10	1200	0	100
2026.02.13	05:55:00	24680.00	24686.40	24671.20	24675.60	1470	0	100
2026.02.13	06:00:00	24676.20	24682.20	24671.10	24678.10	1349	0	100
2026.02.13	06:05:00	24678.00	24688.40	24675.70	24681.60	1206	0	100
2026.02.13	06:10:00	24681.90	24693.70	24678.60	24692.50	1044	0	100
2026.02.13	06:15:00	24695.10	24728.10	24695.00	24711.90	1620	0	100
2026.02.13	06:20:00	24711.90	24716.90	24702.20	24708.10	1434	0	100
2026.02.13	06:25:00	24708.10	24714.70	24706.40	24709.70	1012	0	100
2026.02.13	06:30:00	24710.00	24714.00	24694.70	24695.10	1254	0	100
2026.02.13	06:35:00	24695.00	24700.60	24685.50	24688.50	1369	0	100
2026.02.13	06:40:00	24688.60	24698.70	24684.40	24686.90	1260	0	100
2026.02.13	06:45:00	24686.90	24693.00	24679.20	24686.10	1212	0	100
2026.02.13	06:50:00	24686.60	24693.20	24679.20	24683.40	889	0	100
2026.02.13	06:55:00	24683.10	24693.50	24682.90	24683.60	1132	0	100
2026.02.13	07:00:00	24683.60	24697.10	24673.40	24693.10	1443	0	100
2026.02.13	07:05:00	24693.40	24695.20	24678.20	24691.50	1340	0	100
2026.02.13	07:10:00	24691.10	24692.20	24675.60	24676.40	1226	0	100
2026.02.13	07:15:00	24676.50	24679.10	24659.60	24664.40	1513	0	100
2026.02.13	07:20:00	24664.60	24667.70	24645.10	24646.10	1496	0	100
2026.02.13	07:25:00	24646.20	24652.20	24631.10	24633.00	1726	0	100
2026.02.13	07:30:00	24633.60	24647.60	24624.60	24639.60	1878	0	100
2026.02.13	07:35:00	24639.70	24654.50	24623.40	24626.40	1761	0	100
2026.02.13	07:40:00	24626.40	24649.00	24617.70	24638.10	1775	0	100
2026.02.13	07:45:00	24638.50	24662.40	24636.60	24651.20	1713	0	100
2026.02.13	07:50:00	24651.40	24651.40	24623.90	24624.10	1570	0	100
2026.02.13	07:55:00	24624.10	24649.90	24623.60	24638.00	1554	0	100
2026.02.13	08:00:00	24637.90	24653.40	24631.10	24634.60	1790	0	100
2026.02.13	08:05:00	24633.70	24654.90	24633.60	24650.40	1552	0	100
2026.02.13	08:10:00	24650.20	24656.70	24639.50	24644.90	1490	0	100
2026.02.13	08:15:00	24645.00	24656.40	24633.00	24655.20	1420	0	100
2026.02.13	08:20:00	24655.10	24655.90	24624.40	24627.40	1731	0	100
2026.02.13	08:25:00	24626.90	24630.50	24603.40	24611.90	1942	0	100
2026.02.13	08:30:00	24612.00	24614.20	24586.50	24603.00	2033	0	100
2026.02.13	08:35:00	24602.50	24604.40	24569.60	24582.10	1857	0	100
2026.02.13	08:40:00	24582.40	24594.60	24578.60	24591.00	1549	0	100
2026.02.13	08:45:00	24591.70	24610.50	24582.00	24610.10	1471	0	100
2026.02.13	08:50:00	24609.60	24635.60	24609.60	24633.60	1368	0	100
2026.02.13	08:55:00	24633.60	24648.60	24633.40	24639.20	1185	0	100
2026.02.13	09:00:00	24639.00	24669.50	24639.00	24644.70	1624	0	100
2026.02.13	09:05:00	24645.00	24665.60	24637.10	24662.20	1353	0	100
2026.02.13	09:10:00	24662.50	24670.40	24655.70	24661.70	1343	0	100
2026.02.13	09:15:00	24661.70	24684.00	24661.40	24677.40	1396	0	100
2026.02.13	09:20:00	24677.60	24684.40	24668.70	24683.40	1062	0	100
2026.02.13	09:25:00	24683.60	24688.40	24664.40	24665.40	1249	0	100
2026.02.13	09:30:00	24664.50	24672.70	24655.50	24669.10	1100	0	100
2026.02.13	09:35:00	24669.40	24670.60	24646.40	24651.20	1409	0	100
2026.02.13	09:40:00	24651.50	24660.10	24646.60	24652.60	1098	0	100
2026.02.13	09:45:00	24652.60	24658.50	24648.60	24653.10	919	0	100
2026.02.13	09:50:00	24653.10	24666.10	24640.20	24664.70	1147	0	100
2026.02.13	09:55:00	24664.10	24676.20	24655.10	24672.00	1504	0	100
2026.02.13	10:00:00	24671.00	24682.60	24648.40	24681.40	2304	0	100
2026.02.13	10:05:00	24681.60	24701.50	24676.50	24692.70	2130	0	100
2026.02.13	10:10:00	24693.60	24695.20	24654.50	24657.60	2071	0	100
2026.02.13	10:15:00	24657.90	24663.70	24599.50	24608.00	2329	0	100
2026.02.13	10:20:00	24608.00	24647.90	24604.40	24647.40	2221	0	100
2026.02.13	10:25:00	24647.50	24673.90	24647.50	24669.90	2011	0	100
2026.02.13	10:30:00	24667.90	24686.40	24652.40	24679.00	1967	0	100
2026.02.13	10:35:00	24679.10	24683.10	24643.20	24650.90	1824	0	100
2026.02.13	10:40:00	24650.10	24676.50	24647.70	24673.90	1799	0	100
2026.02.13	10:45:00	24674.00	24701.70	24673.90	24694.50	1757	0	100
2026.02.13	10:50:00	24694.20	24709.60	24689.70	24702.90	1770	0	100
2026.02.13	10:55:00	24703.00	24705.60	24691.00	24701.10	1557	0	100
2026.02.13	11:00:00	24701.10	24704.00	24657.10	24661.20	1957	0	100
2026.02.13	11:05:00	24660.90	24694.40	24659.50	24690.00	1935	0	100
2026.02.13	11:10:00	24689.50	24705.00	24681.40	24682.90	1770	0	100
2026.02.13	11:15:00	24682.40	24713.70	24680.00	24711.40	1825	0	100
2026.02.13	11:20:00	24711.10	24729.90	24709.50	24723.70	1598	0	100
2026.02.13	11:25:00	24721.70	24732.50	24718.70	24720.10	1530	0	100
2026.02.13	11:30:00	24720.00	24729.90	24710.90	24726.40	1618	0	100
2026.02.13	11:35:00	24726.20	24729.40	24714.70	24722.00	1400	0	100
2026.02.13	11:40:00	24721.90	24731.20	24711.60	24714.70	1519	0	100
2026.02.13	11:45:00	24714.60	24733.70	24714.20	24728.60	1424	0	100
2026.02.13	11:50:00	24728.60	24732.90	24706.20	24708.60	1407	0	100
2026.02.13	11:55:00	24708.70	24708.70	24692.10	24700.00	1422	0	100
2026.02.13	12:00:00	24699.70	24714.90	24696.50	24706.90	1537	0	100
2026.02.13	12:05:00	24706.60	24712.00	24685.60	24687.50	1573	0	100
2026.02.13	12:10:00	24688.10	24716.00	24688.10	24711.90	1403	0	100
2026.02.13	12:15:00	24712.70	24715.70	24701.90	24713.60	1337	0	100
2026.02.13	12:20:00	24713.40	24725.20	24711.70	24718.90	1276	0	100
2026.02.13	12:25:00	24719.00	24724.90	24709.20	24714.00	1112	0	100
2026.02.13	12:30:00	24714.60	24718.90	24695.70	24696.00	1381	0	100
2026.02.13	12:35:00	24696.00	24698.90	24682.20	24684.60	1333	0	100
2026.02.13	12:40:00	24685.00	24700.60	24678.60	24684.40	1482	0	100
2026.02.13	12:45:00	24685.60	24694.60	24677.10	24683.70	1464	0	100
2026.02.13	12:50:00	24683.70	24683.70	24656.90	24678.40	1753	0	100
2026.02.13	12:55:00	24677.50	24679.20	24653.20	24655.20	1594	0	100
2026.02.13	13:00:00	24655.40	24664.40	24632.20	24632.40	1820	0	100
2026.02.13	13:05:00	24631.50	24643.10	24613.20	24614.70	1700	0	100
2026.02.13	13:10:00	24614.70	24619.60	24596.20	24598.00	1872	0	100
2026.02.13	13:15:00	24598.00	24622.10	24582.50	24619.40	2014	0	100
2026.02.13	13:20:00	24619.40	24621.70	24576.70	24584.00	1967	0	100
2026.02.13	13:25:00	24583.70	24611.00	24578.00	24589.60	1979	0	100
2026.02.13	13:30:00	24589.60	24604.60	24551.90	24604.00	2271	0	100
2026.02.13	13:35:00	24604.10	24626.40	24600.10	24613.10	1898	0	100
2026.02.13	13:40:00	24613.10	24624.90	24597.20	24598.10	1885	0	100
2026.02.13	13:45:00	24599.20	24614.10	24585.70	24606.00	1988	0	100
2026.02.13	13:50:00	24605.60	24637.40	24594.20	24636.40	1849	0	100
2026.02.13	13:55:00	24636.70	24648.60	24633.60	24646.50	1747	0	100
2026.02.13	14:00:00	24647.10	24670.00	24630.60	24635.00	2058	0	100
2026.02.13	14:05:00	24634.70	24634.90	24612.00	24615.00	1970	0	100
2026.02.13	14:10:00	24614.70	24628.60	24602.60	24610.70	1900	0	100
2026.02.13	14:15:00	24610.10	24630.60	24597.40	24619.10	1927	0	100
2026.02.13	14:20:00	24620.40	24644.90	24615.70	24634.50	1833	0	100
2026.02.13	14:25:00	24634.60	24650.70	24629.70	24632.70	1677	0	100
2026.02.13	14:30:00	24633.10	24656.60	24629.60	24645.00	1833	0	100
2026.02.13	14:35:00	24644.50	24649.50	24632.10	24642.10	1572	0	100
2026.02.13	14:40:00	24642.10	24652.50	24640.00	24648.50	1547	0	100
2026.02.13	14:45:00	24648.90	24650.10	24620.10	24621.70	1873	0	100
2026.02.13	14:50:00	24620.60	24651.40	24616.40	24649.10	1885	0	100
2026.02.13	14:55:00	24648.60	24660.40	24595.10	24621.10	2145	0	100
2026.02.13	15:00:00	24619.40	24644.70	24612.50	24639.90	2077	0	100
2026.02.13	15:05:00	24639.20	24645.00	24571.60	24572.00	2132	0	100
2026.02.13	15:10:00	24572.60	24586.20	24550.90	24556.70	2194	0	100
2026.02.13	15:15:00	24556.60	24597.60	24548.40	24592.00	2265	0	100
2026.02.13	15:20:00	24592.40	24624.00	24575.20	24608.90	2012	0	100
2026.02.13	15:25:00	24608.90	24642.50	24607.50	24625.40	2300	0	100
2026.02.13	15:30:00	24625.40	24746.50	24623.90	24707.60	2687	0	50
2026.02.13	15:35:00	24706.90	24709.00	24662.60	24696.10	2459	0	100
2026.02.13	15:40:00	24696.00	24726.50	24685.10	24701.90	2473	0	100
2026.02.13	15:45:00	24699.50	24715.90	24656.50	24714.90	2470	0	100
2026.02.13	15:50:00	24714.00	24718.00	24688.90	24714.60	2321	0	100
2026.02.13	15:55:00	24714.90	24737.90	24685.10	24707.10	2327	0	100
2026.02.13	16:00:00	24705.70	24745.90	24704.90	24713.60	2296	0	100
2026.02.13	16:05:00	24713.60	24713.70	24646.90	24648.90	2326	0	100
2026.02.13	16:10:00	24649.10	24680.50	24644.20	24669.00	2327	0	100
2026.02.13	16:15:00	24668.60	24682.00	24655.40	24660.20	2146	0	100
2026.02.13	16:20:00	24660.00	24666.70	24641.80	24650.90	1964	0	100
2026.02.13	16:25:00	24647.40	24674.60	24647.00	24668.70	2326	0	100
2026.02.13	16:30:00	24668.50	24725.30	24617.70	24645.70	2751	0	90
2026.02.13	16:35:00	24646.90	24662.70	24595.30	24599.30	2683	0	90
2026.02.13	16:40:00	24598.70	24652.20	24505.50	24641.40	2688	0	90
2026.02.13	16:45:00	24644.00	24775.30	24635.20	24700.90	2693	0	90
2026.02.13	16:50:00	24700.40	24704.30	24617.40	24657.30	2686	0	90
2026.02.13	16:55:00	24658.40	24726.90	24608.40	24625.70	2670	0	90
2026.02.13	17:00:00	24621.90	24703.90	24620.30	24675.40	2702	0	90
2026.02.13	17:05:00	24675.80	24732.00	24631.50	24728.80	2691	0	90
2026.02.13	17:10:00	24731.00	24758.40	24680.20	24685.70	2621	0	90
2026.02.13	17:15:00	24688.70	24722.90	24644.80	24678.80	2629	0	90
2026.02.13	17:20:00	24679.40	24736.70	24650.80	24701.30	2649	0	90
2026.02.13	17:25:00	24702.70	24795.30	24697.70	24775.30	2664	0	90
2026.02.13	17:30:00	24774.90	24854.20	24774.00	24834.30	2551	0	90
2026.02.13	17:35:00	24834.40	24852.20	24753.20	24755.30	2588	0	90
2026.02.13	17:40:00	24752.90	24766.50	24693.80	24699.50	2641	0	90
2026.02.13	17:45:00	24701.00	24722.50	24646.70	24661.20	2630	0	90
2026.02.13	17:50:00	24662.50	24745.00	24657.50	24741.70	2580	0	90
2026.02.13	17:55:00	24745.40	24771.30	24719.90	24736.30	2612	0	90
2026.02.13	18:00:00	24739.40	24771.00	24729.30	24764.00	2554	0	90
2026.02.13	18:05:00	24763.90	24814.40	24758.20	24802.80	2559	0	90
2026.02.13	18:10:00	24803.70	24804.00	24727.00	24766.00	2588	0	90
2026.02.13	18:15:00	24767.20	24794.30	24738.50	24738.80	2587	0	90
2026.02.13	18:20:00	24740.50	24755.30	24689.00	24718.00	2594	0	90
2026.02.13	18:25:00	24718.30	24786.00	24710.40	24778.00	2599	0	90
2026.02.13	18:30:00	24775.80	24798.70	24740.50	24779.50	2551	0	90
2026.02.13	18:35:00	24779.30	24810.90	24760.30	24810.90	2548	0	90
2026.02.13	18:40:00	24812.00	24818.00	24782.80	24814.50	2556	0	90
2026.02.13	18:45:00	24817.00	24836.40	24800.20	24806.20	2494	0	0
2026.02.13	18:50:00	24806.00	24831.50	24793.30	24831.50	2494	0	90
2026.02.13	18:55:00	24831.50	24858.80	24819.80	24820.30	2414	0	90
2026.02.13	19:00:00	24820.50	24850.40	24809.50	24839.00	2450	0	50
2026.02.13	19:05:00	24840.30	24857.50	24833.50	24837.50	2413	0	90
2026.02.13	19:10:00	24838.40	24883.50	24837.50	24877.30	2355	0	90
2026.02.13	19:15:00	24877.20	24881.70	24833.50	24844.30	2442	0	90
2026.02.13	19:20:00	24846.90	24895.40	24843.00	24887.50	2413	0	90
2026.02.13	19:25:00	24888.80	24891.30	24867.00	24875.50	2364	0	90
2026.02.13	19:30:00	24877.30	24911.70	24868.80	24898.80	2396	0	90
2026.02.13	19:35:00	24898.90	24907.50	24885.70	24905.30	2377	0	90
2026.02.13	19:40:00	24904.50	24919.70	24889.20	24892.40	2388	0	90
2026.02.13	19:45:00	24891.70	24908.20	24878.30	24904.80	2416	0	90
