datetime,open,high,low,close,volume
2022-08-24 09:55:00-04:00,14335.75,14341.25,14331.0,14339.75,1210
2022-08-24 10:00:00-04:00,14339.75,14341.25,14329.75,14333.75,686
2022-08-24 10:05:00-04:00,14333.5,14347.75,14332.5,14344.75,1383
2022-08-24 10:10:00-04:00,14344.0,14347.0,14336.0,14338.25,941
2022-08-24 10:15:00-04:00,14338.25,14341.25,14333.5,14340.25,630
2022-08-24 10:20:00-04:00,14339.75,14347.0,14333.5,14336.0,1032
2022-08-24 10:25:00-04:00,14335.75,14336.25,14324.5,14330.75,1310
2022-08-24 10:30:00-04:00,14331.5,14336.75,14327.5,14328.5,643
2022-08-24 10:35:00-04:00,14328.25,14334.75,14322.0,14327.25,1293
2022-08-24 10:40:00-04:00,14326.5,14326.75,14316.5,14318.0,1009
2022-08-24 10:45:00-04:00,14318.0,14318.0,14302.25,14313.75,1857
2022-08-24 10:50:00-04:00,14313.25,14314.5,14300.75,14306.5,1783
2022-08-24 10:55:00-04:00,14306.0,14316.0,14300.25,14314.5,1511
2022-08-24 11:00:00-04:00,14314.0,14321.75,14310.5,14315.75,1659
2022-08-24 11:05:00-04:00,14315.75,14316.25,14303.5,14304.75,1189
2022-08-24 11:10:00-04:00,14305.0,14313.5,14302.75,14309.25,972
